2016-ss	Echtzeitbetriebssysteme_und_Worst-Case-Execution-Times	3.3
2020-ws	Technische_Informatik	5.0
2013-ws	Informatik_III_Theoretische_Informatik	3.7
2020-ws	Hardware_Security_and_Trust	2.7
2013-ws	Foundations_of_Artificial_Intelligence	3.3
2016-ss	Datenanalyse_und_Abfragesprachen_Data_Analysis_and_Query_Languages	1.3
2016-ss	Echtzeitbetriebssysteme_und_Worst-Case-Execution-Times	3.3
2019-ss	Machine_Learning	1.7
2012-ss	Einführung_in_die_Programmierung	4.0
2019-ss	Algorithmen_und_Datenstrukturen	2.7
2011-ws	Systeme_I_Betriebssysteme	5.0
2020-ss	Machine_Learning	3.0
2020-ws	Rechnerarchitekur	3.0
2012-ws	Mathematik_I_für_Ingenieure_und_Informatiker	3.0
2015-ws	Systeme_I_Betriebssysteme	5.0
2018-ss	Logik_für_Informatiker	5.0
2016-ws	Einführung_in_die_Programmierung	2.3
2019-ws	Rechnernetze	5.0
2020-ws	Simulation_in_der_Computergraphik	2.0
2018-ss	Mathematik_I_für_Studierende_der_Informatik_und_des_Ingenieurwesens	5.0
2019-ss	Mathematik_II_für_Studierende_der_Informatik	4.0
2013-ss	Algorithmen_und_Datenstrukturen	2.0
2017-ws	Algorithmen_und_Datenstrukturen	2.0
2013-ss	Einführung_in_die_Informatik	1.0
2013-ss	Einführung_in_die_Informatik	4.0
2014-ss	Einführung_in_die_Informatik	3.7
2016-ws	Graphentheorie	1.7
2020-ss	Algorithmentheorie_Algorithms_Theory	4.0
2020-ws	Rechnernetze	1.7
2018-ss	Cyber-Physikalische_Systeme_Diskrete_Modelle	2.3
2018-ss	Foundations_of_Artificial_Intelligence	1.3
2017-ss	Introduction_to_Mobile_Robotics	3.0
2018-ss	Statistische_Mustererkennung_Statistical_Pattern_Recognition	2.0
2019-ss	Rechnernetze	5.0
2017-ws	Informatik_III_Theoretische_Informatik	5.0
2018-ss	Softwaretechnik	2.7
2019-ss	Statistische_Mustererkennung_Statistical_Pattern_Recognition	3.7
2020-ws	Einführung_in_die_Programmierung	2.7
2016-ws	Systeme_I_Betriebssysteme	5.0
2017-ss	Algorithmen_und_Datenstrukturen	4.0
2017-ss	Optimierung	3.3
2019-ws	Datenbanken_und_Informationssysteme	2.7
2016-ws	Suchmaschinen_Information_Retrieval	2.7
2020-ss	Optimierung	5.0
2020-ss	Image_Processing_and_Computer_Graphics	2.3
2019-ss	Softwaretechnik	1.7
2020-ss	Reinforcement_Learning	1.3
2014-ss	Graphentheorie	5.0
2014-ws	Sicherheit_im_Geschäftsprozessmanagement_Security_in_Business_Process_Management	3.3
2018-ss	Foundations_of_Artificial_Intelligence	1.3
2020-ss	Technische_Informatik	5.0
2015-ws	Systeme_I_Betriebssysteme	5.0
2018-ws	Rechnernetze	5.0
2012-ws	Mathematik_I_für_Ingenieure_und_Informatiker	4.0
2018-ss	Foundations_of_Artificial_Intelligence	3.0
2019-ss	Optimierung	2.0
2016-ws	Systeme_I_Betriebssysteme	2.7
2015-ss	Algorithmen_und_Datenstrukturen	3.0
2013-ws	Datenbanken_und_Informationssysteme	4.0
2015-ws	Cyber-Physikalische_Systeme_Diskrete_Modelle	5.0
2014-ws	Graphentheorie	3.0
2012-ss	Systeme_II_Rechnernetze	1.3
2018-ws	Suchmaschinen_Information_Retrieval	5.0
2016-ws	Bioinformatics_I	2.3
2012-ws	Algorithmen_und_Datenstrukturen	5.0
2017-ws	Image_Processing_and_Computer_Graphics	3.7
2015-ws	Technische_Informatik	3.3
2016-ss	Systeme_II_Rechnernetze	3.7
2019-ss	Stochastik	5.0
2016-ws	Technische_Informatik	3.0
2014-ws	Datenbanken_und_Informationssysteme	2.3
2020-ss	Einführung_in_Embedded_Systems	2.7
2016-ss	Spieltheorie_Game_Theory_Spieltheorie_Game_Theory	2.3
2017-ws	Datenbanken_und_Informationssysteme	5.0
2017-ws	Einführung_in_die_Programmierung	4.0
2014-ws	Artificial_Intelligence_Planning	3.7
2017-ss	Datenbanken_und_Informationssysteme	3.3
2017-ss	Softwaretechnik	2.3
2019-ss	Machine_Learning	2.3
2014-ws	Mathematik_I_für_Ingenieure_und_Informatiker	3.3
2017-ws	Systeme_I_Betriebssysteme	2.0
2019-ss	Stochastik	5.0
2020-ws	Computer_Vision	1.3
2017-ss	Machine_Learning	5.0
2020-ws	Rechnernetze	2.3
2020-ws	Einführung_in_Embedded_Systems	3.3
2019-ss	Spieltheorie_Game_Theory	3.0
2015-ws	Systeme_I_Betriebssysteme	4.0
2011-ss	Einführung_in_die_Informatik	1.7
2019-ss	Foundations_of_Artificial_Intelligence	5.0
2019-ws	Algorithms_and_Data_Structures_Conditional_Course_Examination	4.0
2020-ss	Graphentheorie	1.3
2016-ws	Systeme_I_Betriebssysteme	5.0
2017-ws	Logik_für_Informatiker	2.0
2017-ss	Systeme_II_Rechnernetze	5.0
2011-ws	Algorithmen_und_Datenstrukturen	2.0
2018-ss	Systeme_II_Rechnernetze	2.0
2013-ss	Algorithmen_und_Datenstrukturen	1.7
2016-ws	Algorithmen_und_Datenstrukturen	2.7
2013-ss	Systeme_I_Betriebssysteme	5.0
2018-ws	Cyber-Physikalische_Systeme_Diskrete_Modelle	2.7
2013-ws	Technische_Informatik	2.7
2020-ss	Algorithmen_und_Datenstrukturen	3.7
2016-ws	Image_Processing_and_Computer_Graphics	4.0
2020-ws	Einführung_in_die_Programmierung	1.3
2018-ws	Image_Processing_and_Computer_Graphics	5.0
2018-ws	Mathematik_I_für_Studierende_der_Informatik_und_der_Ingenieurwissenschaften	5.0
2019-ws	Bioinformatics_I	5.0
2013-ws	Systeme_I_Betriebssysteme	4.0
